dayID,date,value,amount_bought,amount_sold,amount_ITM,amount_return_cum,percent_return_cum,amount_deposited,amount_return_day,percent_return_day,ind_out,ind_in,spy,nasdaq,dow,russell,ftse
20100207,2010-02-07,3345.66,0.0,0.0,3725.0,-379.34,-10.18,0.0,-1.25,-0.03,0.0,0.0,106.15,2131.07,9943.0,588.65,0.0
20100208,2010-02-08,3344.4,0.0,0.0,3725.0,-380.6,-10.22,0.0,-1.26,-0.03,0.0,0.0,105.89,2126.05,9908.39,586.49,0.0
20100209,2010-02-09,3366.56,0.0,0.0,3725.0,-358.44,-9.62,0.0,22.17,0.6,0.0,0.0,107.22,2150.87,10058.64,595.17,0.0
20100210,2010-02-10,3406.43,0.0,0.0,3725.0,-318.57,-8.55,0.0,39.87,1.07,0.0,0.0,107.01,2147.87,10038.38,595.82,0.0
20100211,2010-02-11,3396.18,0.0,0.0,3725.0,-328.82,-8.83,0.0,-10.26,-0.28,0.0,0.0,108.13,2177.41,10144.19,605.46,0.0
20100212,2010-02-12,3374.76,0.0,0.0,3725.0,-350.24,-9.4,0.0,-21.42,-0.58,0.0,0.0,108.04,2183.53,10099.14,610.72,0.0
20100213,2010-02-13,3395.68,0.0,0.0,3725.0,-329.32,-8.84,0.0,20.92,0.56,0.0,0.0,108.47,2191.2,10141.56,613.25,0.0
20100214,2010-02-14,3416.62,0.0,0.0,3725.0,-308.38,-8.28,0.0,20.94,0.56,0.0,0.0,108.89,2198.86,10183.97,615.78,0.0
20100215,2010-02-15,3437.57,0.0,0.0,3725.0,-287.43,-7.72,0.0,20.95,0.56,0.0,0.0,109.31,2206.52,10226.39,618.31,0.0
20100216,2010-02-16,3489.35,0.0,0.0,3725.0,-235.65,-6.33,0.0,51.79,1.39,0.0,0.0,109.74,2214.19,10268.81,620.84,0.0
20100217,2010-02-17,3522.52,0.0,0.0,3725.0,-202.48,-5.44,0.0,33.16,0.89,0.0,0.0,110.26,2226.29,10309.24,624.83,0.0
20100218,2010-02-18,3581.55,0.0,0.0,3725.0,-143.45,-3.85,0.0,59.03,1.58,0.0,0.0,110.91,2241.71,10392.9,629.32,0.0
20100219,2010-02-19,3582.4,0.0,0.0,3725.0,-142.6,-3.83,0.0,0.85,0.02,0.0,0.0,111.14,2243.87,10402.35,631.62,0.0
20100220,2010-02-20,3589.47,0.0,0.0,3725.0,-135.53,-3.64,0.0,7.07,0.19,0.0,0.0,111.15,2243.26,10396.03,631.83,0.0
20100221,2010-02-21,3596.53,0.0,0.0,3725.0,-128.47,-3.45,0.0,7.06,0.19,0.0,0.0,111.15,2242.64,10389.7,632.04,0.0
20100222,2010-02-22,3603.59,0.0,0.0,3725.0,-121.41,-3.26,0.0,7.06,0.19,0.0,0.0,111.16,2242.03,10383.38,632.25,0.0
20100223,2010-02-23,3561.44,0.0,0.0,3725.0,-163.56,-4.39,0.0,-42.15,-1.13,0.0,0.0,109.81,2213.44,10282.41,625.07,0.0
20100224,2010-02-24,4412.23,928.0,0.0,4653.0,-240.77,-5.17,0.0,-77.22,-0.78,0.0,0.0,110.82,2235.9,10374.16,630.43,0.0
20100225,2010-02-25,4394.83,0.0,0.0,4653.0,-258.17,-5.55,0.0,-17.4,-0.37,0.0,0.0,110.67,2234.22,10321.03,630.46,0.0
20100226,2010-02-26,4453.31,0.0,0.0,4653.0,-199.69,-4.29,0.0,58.48,1.26,0.0,0.0,110.74,2238.26,10325.26,628.56,0.0
20100227,2010-02-27,4887.25,464.0,0.0,5117.0,-229.75,-4.49,0.0,-30.06,-0.2,0.0,0.0,111.12,2250.03,10351.44,633.26,0.0
20100228,2010-02-28,4910.35,0.0,0.0,5117.0,-206.65,-4.04,0.0,23.09,0.45,0.0,0.0,111.51,2261.8,10377.61,637.95,0.0
20100301,2010-03-01,4933.65,0.0,0.0,5117.0,-183.35,-3.58,0.0,23.3,0.46,0.0,0.0,111.89,2273.57,10403.79,642.65,0.0
20100302,2010-03-02,4960.77,0.0,0.0,5117.0,-156.23,-3.05,0.0,27.12,0.53,0.0,0.0,112.2,2280.79,10405.98,648.31,0.0
20100303,2010-03-03,4967.32,0.0,0.0,5117.0,-149.68,-2.93,0.0,6.55,0.13,-30.0,0.0,112.3,2280.68,10396.76,649.26,0.0
20100304,2010-03-04,4992.26,0.0,0.0,5117.0,-124.74,-2.44,0.0,24.94,0.49,0.0,0.0,112.64,2292.31,10444.14,652.47,0.0
20100305,2010-03-05,5049.84,0.0,0.0,5117.0,-67.16,-1.31,0.0,57.58,1.13,0.0,0.0,114.25,2326.35,10566.2,666.02,0.0
20100306,2010-03-06,5062.46,0.0,0.0,5117.0,-54.54,-1.07,0.0,12.62,0.25,0.0,0.0,114.26,2328.3,10561.64,666.38,0.0
20100307,2010-03-07,5075.11,0.0,0.0,5117.0,-41.89,-0.82,0.0,12.66,0.25,0.0,0.0,114.26,2330.26,10557.08,666.75,0.0
20100308,2010-03-08,6024.7,520.0,0.0,5637.0,387.7,6.88,0.0,429.59,7.7,0.0,0.0,114.27,2332.21,10552.52,667.11,0.0
20100309,2010-03-09,6025.78,0.0,0.0,5637.0,388.78,6.9,0.0,1.08,0.02,0.0,0.0,114.46,2340.68,10564.38,669.63,0.0
20100310,2010-03-10,6099.21,0.0,0.0,5637.0,462.21,8.2,0.0,73.43,1.3,0.0,0.0,114.97,2358.95,10567.33,674.93,0.0
20100311,2010-03-11,6078.54,0.0,0.0,5637.0,441.54,7.83,0.0,-20.67,-0.37,0.0,0.0,115.45,2368.46,10611.84,677.22,0.0
20100312,2010-03-12,6055.55,0.0,0.0,5637.0,418.55,7.43,0.0,-22.99,-0.41,0.0,0.0,115.46,2367.66,10624.69,676.59,0.0
20100313,2010-03-13,6055.16,0.0,0.0,5637.0,418.16,7.42,0.0,-0.39,-0.01,0.0,0.0,115.47,2365.84,10630.51,675.86,0.0
20100314,2010-03-14,6054.81,0.0,0.0,5637.0,417.81,7.41,0.0,-0.36,-0.01,0.0,0.0,115.48,2364.03,10636.33,675.14,0.0
20100315,2010-03-15,6054.48,0.0,0.0,5637.0,417.48,7.41,0.0,-0.32,-0.01,0.0,0.0,115.49,2362.21,10642.15,674.41,0.0
20100316,2010-03-16,6045.13,0.0,0.0,5637.0,408.13,7.24,0.0,-9.35,-0.17,0.0,0.0,116.41,2378.01,10685.98,679.58,0.0
20100317,2010-03-17,6064.8,0.0,0.0,5637.0,427.8,7.59,0.0,19.67,0.35,0.0,0.0,117.1,2389.09,10733.67,683.98,0.0
20100318,2010-03-18,6069.76,0.0,0.0,5637.0,432.76,7.68,0.0,4.96,0.09,0.0,0.0,117.04,2391.28,10779.17,681.61,0.0
20100319,2010-03-19,6116.63,0.0,0.0,5637.0,479.63,8.51,0.0,46.87,0.83,0.0,0.0,115.97,2374.41,10741.98,673.89,0.0
20100320,2010-03-20,6438.36,365.0,0.0,6002.0,436.36,7.27,0.0,-43.27,-1.24,0.0,0.0,116.18,2381.41,10756.62,676.9,0.0
20100321,2010-03-21,6432.0,0.0,0.0,6002.0,430.0,7.16,0.0,-6.36,-0.11,0.0,0.0,116.38,2388.4,10771.25,679.9,0.0
20100322,2010-03-22,6425.66,0.0,0.0,6002.0,423.66,7.06,0.0,-6.34,-0.11,0.0,0.0,116.59,2395.4,10785.89,682.91,0.0
20100323,2010-03-23,6482.64,0.0,0.0,6002.0,480.64,8.01,0.0,56.98,0.95,0.0,0.0,117.41,2415.24,10888.83,690.3,0.0
20100324,2010-03-24,6527.7,0.0,0.0,6002.0,525.7,8.76,0.0,45.06,0.75,0.0,0.0,116.84,2398.76,10836.15,683.68,0.0
20100325,2010-03-25,6578.19,0.0,0.0,6002.0,576.19,9.6,0.0,50.49,0.84,0.0,0.0,116.65,2397.41,10841.21,679.1,0.0
20100326,2010-03-26,6569.43,0.0,0.0,6002.0,567.43,9.45,0.0,-8.76,-0.15,0.0,0.0,116.58,2395.13,10850.36,678.97,0.0
20100327,2010-03-27,6558.03,0.0,0.0,6002.0,556.03,9.26,0.0,-11.4,-0.19,0.0,0.0,116.83,2398.21,10865.53,680.06,0.0
20100328,2010-03-28,6546.7,0.0,0.0,6002.0,544.7,9.08,0.0,-11.33,-0.19,0.0,0.0,117.07,2401.28,10880.69,681.16,0.0
20100329,2010-03-29,6521.21,0.0,0.0,6002.0,519.21,8.65,0.0,-25.49,-0.42,0.0,0.0,117.32,2404.36,10895.86,682.25,0.0
20100330,2010-03-30,6464.86,0.0,0.0,6002.0,462.86,7.71,0.0,-56.34,-0.94,0.0,0.0,117.4,2410.69,10907.42,683.94,0.0
20100331,2010-03-31,6434.33,0.0,0.0,6002.0,432.33,7.2,0.0,-30.53,-0.51,0.0,0.0,117.0,2397.96,10856.63,678.64,0.0
20100401,2010-04-01,6516.23,0.0,0.0,6002.0,514.23,8.57,0.0,81.9,1.36,0.0,0.0,117.8,2402.58,10927.07,683.98,0.0
20100402,2010-04-02,6516.6,0.0,0.0,6002.0,514.6,8.57,0.0,0.37,0.01,0.0,0.0,118.04,2409.32,10938.69,687.4,0.0
20100403,2010-04-03,6516.98,0.0,0.0,6002.0,514.98,8.58,0.0,0.38,0.01,0.0,0.0,118.28,2416.06,10950.31,690.82,0.0
20100404,2010-04-04,6517.36,0.0,0.0,6002.0,515.36,8.59,0.0,0.38,0.01,0.0,0.0,118.52,2422.79,10961.93,694.23,0.0
20100405,2010-04-05,6533.44,0.0,0.0,6002.0,531.44,8.85,0.0,16.08,0.27,0.0,0.0,118.76,2429.53,10973.55,697.65,0.0
20100406,2010-04-06,6547.4,0.0,0.0,6002.0,545.4,9.09,0.0,13.96,0.23,0.0,0.0,119.04,2436.81,10969.99,701.48,0.0
20100407,2010-04-07,11221.6,191.0,0.0,6193.0,5028.6,81.2,0.0,4483.2,72.11,0.0,0.0,118.36,2431.16,10897.52,699.46,0.0
20100408,2010-04-08,11177.25,0.0,0.0,6193.0,4984.25,80.48,0.0,-44.35,-0.72,0.0,0.0,118.77,2436.81,10927.07,699.64,0.0
20100409,2010-04-09,11240.39,0.0,0.0,6193.0,5047.39,81.5,0.0,63.14,1.02,0.0,0.0,119.55,2454.05,10997.35,702.95,0.0
20100410,2010-04-10,11252.41,0.0,0.0,6193.0,5059.41,81.7,0.0,12.02,0.19,0.0,0.0,119.61,2455.32,11000.22,703.65,0.0
20100411,2010-04-11,11264.43,0.0,0.0,6193.0,5071.43,81.89,0.0,12.02,0.19,0.0,0.0,119.68,2456.6,11003.1,704.36,0.0
20100412,2010-04-12,11275.02,0.0,0.0,6193.0,5082.02,82.06,0.0,10.59,0.17,0.0,0.0,119.74,2457.87,11005.97,705.06,0.0
20100413,2010-04-13,11237.95,0.0,0.0,6193.0,5044.95,81.46,0.0,-37.07,-0.6,0.0,0.0,119.83,2465.99,11019.42,707.03,0.0
20100414,2010-04-14,11396.85,0.0,0.0,6193.0,5203.85,84.03,0.0,158.9,2.57,0.0,0.0,121.19,2504.86,11123.11,722.4,0.0
20100415,2010-04-15,11551.07,0.0,0.0,6193.0,5358.07,86.52,0.0,154.22,2.49,0.0,0.0,121.29,2515.69,11144.57,724.21,0.0
20100416,2010-04-16,11343.8,0.0,0.0,6193.0,5150.8,83.17,0.0,-207.28,-3.35,0.0,0.0,119.36,2481.26,11018.66,714.62,0.0
20100417,2010-04-17,11349.38,0.0,0.0,6193.0,5156.38,83.26,0.0,5.58,0.09,0.0,0.0,119.51,2480.88,11043.12,713.55,0.0
20100418,2010-04-18,11354.98,0.0,0.0,6193.0,5161.98,83.35,0.0,5.6,0.09,0.0,0.0,119.66,2480.49,11067.59,712.47,0.0
20100419,2010-04-19,11338.05,0.0,0.0,6193.0,5145.05,83.08,0.0,-16.92,-0.27,0.0,0.0,119.81,2480.11,11092.05,711.4,0.0
20100420,2010-04-20,11317.76,0.0,0.0,6193.0,5124.76,82.75,0.0,-20.29,-0.33,0.0,0.0,120.88,2500.31,11117.06,721.55,0.0
20100421,2010-04-21,11581.93,0.0,0.0,6193.0,5388.93,87.02,0.0,264.17,4.27,0.0,0.0,120.66,2504.61,11124.92,726.19,0.0
20100422,2010-04-22,11673.13,0.0,0.0,6193.0,5480.13,88.49,0.0,91.2,1.47,0.0,0.0,121.02,2519.07,11134.29,734.31,0.0
20100423,2010-04-23,11774.61,0.0,0.0,6193.0,5581.61,90.13,0.0,101.48,1.64,0.0,0.0,121.81,2530.15,11204.28,741.92,0.0
20100424,2010-04-24,11738.74,0.0,0.0,6193.0,5545.74,89.55,0.0,-35.87,-0.58,0.0,0.0,121.66,2527.75,11204.53,740.9,0.0
20100425,2010-04-25,11703.03,0.0,0.0,6193.0,5510.03,88.97,0.0,-35.71,-0.58,0.0,0.0,121.5,2525.35,11204.78,739.88,0.0
20100426,2010-04-26,11820.7,0.0,0.0,6193.0,5627.7,90.87,0.0,117.68,1.9,0.0,0.0,121.35,2522.95,11205.03,738.86,0.0
20100427,2010-04-27,11564.69,0.0,0.0,6193.0,5371.69,86.74,0.0,-256.01,-4.13,0.0,0.0,118.48,2471.47,10991.99,721.27,0.0
20100428,2010-04-28,11484.39,0.0,0.0,6193.0,5291.39,85.44,0.0,-80.31,-1.3,0.0,0.0,119.38,2471.73,11045.27,722.39,0.0
20100429,2010-04-29,11723.86,0.0,0.0,6193.0,5530.86,89.31,0.0,239.47,3.87,0.0,0.0,120.86,2511.92,11167.32,737.74,0.0
20100430,2010-04-30,11447.89,0.0,0.0,6193.0,5254.89,84.85,0.0,-275.97,-4.46,0.0,0.0,118.81,2461.19,11008.61,716.6,0.0
20100501,2010-05-01,11493.88,0.0,0.0,6193.0,5300.88,85.59,0.0,45.99,0.74,0.0,0.0,119.32,2473.71,11056.35,722.01,0.0
20100502,2010-05-02,11540.02,0.0,0.0,6193.0,5347.02,86.34,0.0,46.13,0.74,0.0,0.0,119.84,2486.22,11104.09,727.41,0.0
20100503,2010-05-03,11651.62,0.0,0.0,6193.0,5458.62,88.14,0.0,111.6,1.8,0.0,0.0,120.35,2498.74,11151.83,732.82,0.0
20100504,2010-05-04,11398.58,0.0,0.0,6193.0,5205.58,84.06,0.0,-253.04,-4.09,0.0,0.0,117.52,2424.25,10926.77,709.7,0.0
20100505,2010-05-05,11480.39,0.0,0.0,6193.0,5287.39,85.38,0.0,81.81,1.32,0.0,0.0,116.82,2402.29,10866.83,698.58,0.0
20100506,2010-05-06,11151.0,0.0,0.0,6193.0,4958.0,80.06,0.0,-329.38,-5.32,0.0,0.0,112.94,2319.64,10520.32,672.23,0.0
20100507,2010-05-07,10808.84,0.0,0.0,6193.0,4615.84,74.53,0.0,-342.16,-5.52,0.0,0.0,111.26,2265.64,10380.43,653.0,0.0
20100508,2010-05-08,11020.04,0.0,0.0,6193.0,4827.04,77.94,0.0,211.2,3.41,0.0,0.0,112.89,2301.98,10515.33,665.2,0.0
20100509,2010-05-09,11230.67,0.0,0.0,6193.0,5037.67,81.34,0.0,210.63,3.4,0.0,0.0,114.53,2338.33,10650.24,677.41,0.0
20100510,2010-05-10,11520.73,111.0,0.0,6304.0,5216.73,82.75,0.0,179.06,1.41,0.0,0.0,116.16,2374.67,10785.14,689.61,0.0
20100511,2010-05-11,11562.64,0.0,0.0,6304.0,5258.64,83.42,0.0,41.91,0.66,0.0,0.0,115.83,2375.31,10748.26,695.48,0.0
20100512,2010-05-12,11853.4,0.0,0.0,6304.0,5549.4,88.03,0.0,290.76,4.61,0.0,0.0,117.45,2425.02,10896.91,716.11,0.0
20100513,2010-05-13,11816.25,0.0,0.0,6304.0,5512.25,87.44,0.0,-37.15,-0.59,0.0,0.0,115.99,2394.36,10782.95,709.85,0.0
20100514,2010-05-14,11587.16,0.0,0.0,6304.0,5283.16,83.81,0.0,-229.09,-3.63,0.0,0.0,113.89,2346.85,10620.16,693.98,0.0
20100515,2010-05-15,11602.93,0.0,0.0,6304.0,5298.93,84.06,0.0,15.76,0.25,0.0,0.0,113.91,2349.31,10622.05,694.56,0.0
20100516,2010-05-16,11618.74,0.0,0.0,6304.0,5314.74,84.31,0.0,15.81,0.25,0.0,0.0,113.93,2351.77,10623.94,695.13,0.0
20100517,2010-05-17,11744.82,0.0,0.0,6304.0,5440.82,86.31,0.0,126.08,2.0,0.0,0.0,113.95,2354.23,10625.83,695.71,0.0
20100518,2010-05-18,11588.05,0.0,0.0,6304.0,5284.05,83.82,0.0,-156.77,-2.49,0.0,0.0,112.4,2317.26,10510.95,682.75,0.0
20100519,2010-05-19,11466.22,0.0,0.0,6304.0,5162.22,81.89,0.0,-121.84,-1.93,0.0,0.0,111.76,2298.37,10444.37,674.4,0.0
20100520,2010-05-20,10987.42,0.0,0.0,6304.0,4683.42,74.29,0.0,-478.8,-7.6,0.0,0.0,107.54,2204.01,10068.01,640.04,0.0
20100521,2010-05-21,11183.91,0.0,0.0,6304.0,4879.91,77.41,0.0,196.49,3.12,0.0,0.0,109.11,2229.04,10193.39,649.29,0.0
20100522,2010-05-22,11217.19,0.0,0.0,6304.0,4913.19,77.94,0.0,33.28,0.53,0.0,0.0,108.64,2223.88,10151.12,646.6,0.0
20100523,2010-05-23,11250.57,0.0,0.0,6304.0,4946.57,78.47,0.0,33.38,0.53,0.0,0.0,108.18,2218.71,10108.84,643.9,0.0
20100524,2010-05-24,11264.67,0.0,0.0,6304.0,4960.67,78.69,0.0,14.1,0.22,0.0,0.0,107.71,2213.55,10066.57,641.21,0.0
20100525,2010-05-25,11191.6,0.0,0.0,6304.0,4887.6,77.53,0.0,-73.07,-1.16,0.0,0.0,107.82,2210.95,10043.75,640.02,0.0
20100526,2010-05-26,11060.72,0.0,0.0,6304.0,4756.72,75.46,0.0,-130.87,-2.08,0.0,0.0,107.17,2195.88,9974.45,642.62,0.0
20100527,2010-05-27,11509.19,0.0,0.0,6304.0,5205.19,82.57,0.0,448.47,7.11,0.0,0.0,110.76,2277.68,10258.99,670.51,0.0
20100528,2010-05-28,11508.58,0.0,0.0,6304.0,5204.58,82.56,0.0,-0.61,-0.01,0.0,0.0,109.37,2257.04,10136.63,661.61,0.0
20100529,2010-05-29,11496.27,0.0,0.0,6304.0,5192.27,82.36,0.0,-12.31,-0.2,0.0,0.0,108.91,2248.36,10108.48,656.45,0.0
20100530,2010-05-30,11483.98,0.0,0.0,6304.0,5179.98,82.17,0.0,-12.28,-0.19,0.0,0.0,108.45,2239.69,10080.32,651.29,0.0
20100531,2010-05-31,11392.96,0.0,0.0,6304.0,5088.96,80.73,0.0,-91.02,-1.44,0.0,0.0,107.99,2231.01,10052.17,646.12,0.0
20100601,2010-06-01,11406.55,0.0,0.0,6304.0,5102.55,80.94,0.0,13.58,0.22,0.0,0.0,107.53,2222.33,10024.02,640.96,0.0
20100602,2010-06-02,11566.57,0.0,0.0,6304.0,5262.57,83.48,0.0,160.02,2.54,0.0,0.0,110.33,2281.07,10249.54,660.52,0.0
20100603,2010-06-03,11795.84,88.0,0.0,6392.0,5403.84,84.54,0.0,141.27,1.06,0.0,0.0,110.71,2303.03,10255.28,667.37,0.0
20100604,2010-06-04,11481.6,0.0,0.0,6392.0,5089.6,79.62,0.0,-314.24,-4.92,0.0,0.0,106.82,2219.17,9931.97,633.97,0.0
20100605,2010-06-05,12457.6,40.0,0.0,6432.0,6025.6,93.68,0.0,935.99,14.06,0.0,0.0,106.38,2204.08,9893.48,628.81,0.0
20100606,2010-06-06,12388.23,0.0,0.0,6432.0,5956.23,92.6,0.0,-69.36,-1.08,0.0,0.0,105.93,2188.99,9854.98,623.65,0.0
20100607,2010-06-07,12340.78,0.0,0.0,6432.0,5908.78,91.87,0.0,-47.45,-0.74,0.0,0.0,105.49,2173.9,9816.49,618.49,0.0
20100608,2010-06-08,12282.28,0.0,0.0,6432.0,5850.28,90.96,0.0,-58.5,-0.91,0.0,0.0,106.62,2170.57,9939.98,617.69,0.0
20100609,2010-06-09,11996.01,0.0,0.0,6432.0,5564.01,86.51,0.0,-286.27,-4.45,0.0,0.0,106.05,2158.85,9899.25,618.29,0.0
20100610,2010-06-10,12470.22,62.0,0.0,6494.0,5976.22,92.03,0.0,412.21,5.52,0.0,0.0,109.15,2218.71,10172.53,639.79,0.0
20100611,2010-06-11,12516.13,0.0,0.0,6494.0,6022.13,92.73,0.0,45.91,0.71,0.0,0.0,109.68,2243.6,10211.07,649.0,0.0
20100612,2010-06-12,12475.9,0.0,0.0,6494.0,5981.9,92.11,0.0,-40.23,-0.62,0.0,0.0,109.62,2243.72,10204.34,650.09,0.0
20100613,2010-06-13,12436.08,0.0,0.0,6494.0,5942.08,91.5,0.0,-39.82,-0.61,0.0,0.0,109.57,2243.84,10197.62,651.18,0.0
20100614,2010-06-14,12829.06,17.0,0.0,6511.0,6318.06,97.04,0.0,375.98,5.54,0.0,0.0,109.51,2243.96,10190.89,652.27,0.0
20100615,2010-06-15,13121.54,0.0,0.0,6511.0,6610.54,101.53,0.0,292.48,4.49,0.0,0.0,112.0,2305.88,10404.77,668.77,0.0
20100616,2010-06-16,13626.83,14.0,0.0,6525.0,7101.83,108.84,0.0,491.29,7.31,0.0,0.0,111.96,2305.93,10409.46,666.13,0.0
20100617,2010-06-17,13753.13,0.0,0.0,6525.0,7228.13,110.78,0.0,126.3,1.94,0.0,0.0,112.14,2307.16,10434.17,665.85,0.0
20100618,2010-06-18,13847.13,0.0,0.0,6525.0,7322.13,112.22,0.0,94.0,1.44,0.0,0.0,111.73,2309.8,10450.64,666.92,0.0
20100619,2010-06-19,13827.52,0.0,0.0,6525.0,7302.52,111.92,0.0,-19.6,-0.3,0.0,0.0,111.62,2302.9,10447.9,664.62,0.0
20100620,2010-06-20,13807.83,0.0,0.0,6525.0,7282.83,111.61,0.0,-19.69,-0.3,0.0,0.0,111.52,2295.99,10445.15,662.33,0.0
